person	personLabel	SALproposedLabel	SALproposed	SALsignatorypersonalLabel	SALsignatorypersonal	SALsignatorygeneralLabel	SALsignatorygeneral	RAIproposed	RAIproposedLabel	RAIseconded	RAIsecondedLabel	date
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Harold St George Gray	https://beyond-notability.wikibase.cloud/entity/Q259							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Vere Gordon Childe	https://beyond-notability.wikibase.cloud/entity/Q298							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Ethelbert Horne	https://beyond-notability.wikibase.cloud/entity/Q299							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Alfred C. Fryer	https://beyond-notability.wikibase.cloud/entity/Q300							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Edward Seymour Foster	https://beyond-notability.wikibase.cloud/entity/Q301							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Donald Atkinson	https://beyond-notability.wikibase.cloud/entity/Q302							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Henry Arderne Ormerod	https://beyond-notability.wikibase.cloud/entity/Q303							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Herbert John Fleure	https://beyond-notability.wikibase.cloud/entity/Q304							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Ernest Fraser Jacob	https://beyond-notability.wikibase.cloud/entity/Q305							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Herbert E. Balch	https://beyond-notability.wikibase.cloud/entity/Q306							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	John Linton Myres	https://beyond-notability.wikibase.cloud/entity/Q45							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Rose Graham	https://beyond-notability.wikibase.cloud/entity/Q57							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q294	Dina Portway Dobson	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Christopher Hawkes	https://beyond-notability.wikibase.cloud/entity/Q97							1934-01-11T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Claude Jenkins	https://beyond-notability.wikibase.cloud/entity/Q143							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Charles Johnson	https://beyond-notability.wikibase.cloud/entity/Q157							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Eric George Millar	https://beyond-notability.wikibase.cloud/entity/Q173							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Ralph Hare Griffin	https://beyond-notability.wikibase.cloud/entity/Q246							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Charles Clay	https://beyond-notability.wikibase.cloud/entity/Q318							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Hilary Jenkinson	https://beyond-notability.wikibase.cloud/entity/Q46							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	signatory indecipherable	https://beyond-notability.wikibase.cloud/entity/Q47							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q317	Irene Josephine Churchill	Martin Conway	https://beyond-notability.wikibase.cloud/entity/Q297	Rose Graham	https://beyond-notability.wikibase.cloud/entity/Q57							1934-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	Frederic George Kenyon	https://beyond-notability.wikibase.cloud/entity/Q159							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	Francis Henry Tristram Jervoise	https://beyond-notability.wikibase.cloud/entity/Q263							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	Henry Churchill Maxwell Lyte	https://beyond-notability.wikibase.cloud/entity/Q331							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	William George Dimock Fletcher	https://beyond-notability.wikibase.cloud/entity/Q332							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	Thomas Frederick Hobson	https://beyond-notability.wikibase.cloud/entity/Q333							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	Charles Walter Cottrell-Dormer	https://beyond-notability.wikibase.cloud/entity/Q334							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	O. P. ?e??old	https://beyond-notability.wikibase.cloud/entity/Q335							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	Cyril Thomas Flower	https://beyond-notability.wikibase.cloud/entity/Q336							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	Eustace Richardson-Cox	https://beyond-notability.wikibase.cloud/entity/Q337							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q329	Emma Elizabeth Cope	Richard Grosvenor Bartelot	https://beyond-notability.wikibase.cloud/entity/Q330	Francis Nicholas Arbuthnot Garry	https://beyond-notability.wikibase.cloud/entity/Q1841							1934-03-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Alfred William Clapham	https://beyond-notability.wikibase.cloud/entity/Q137							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Arthur Hermann Thomas	https://beyond-notability.wikibase.cloud/entity/Q155							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Charles Johnson	https://beyond-notability.wikibase.cloud/entity/Q157							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Ralph Hare Griffin	https://beyond-notability.wikibase.cloud/entity/Q246							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Ernest Fraser Jacob	https://beyond-notability.wikibase.cloud/entity/Q305							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Cyril Thomas Flower	https://beyond-notability.wikibase.cloud/entity/Q336							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Alfred Edward Stamp	https://beyond-notability.wikibase.cloud/entity/Q341							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Hilary Jenkinson	https://beyond-notability.wikibase.cloud/entity/Q46							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q352	Mabel Helmer Mills	Montague Spencer Giuseppi	https://beyond-notability.wikibase.cloud/entity/Q158	Rose Graham	https://beyond-notability.wikibase.cloud/entity/Q57							1935-01-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q392	Gwenllian Elizabeth Fanny Morgan	K. D. Pringle	https://beyond-notability.wikibase.cloud/entity/Q393	George Marshall	https://beyond-notability.wikibase.cloud/entity/Q396							1935-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q392	Gwenllian Elizabeth Fanny Morgan	K. D. Pringle	https://beyond-notability.wikibase.cloud/entity/Q393	Robert Alexander Stewart Macalister	https://beyond-notability.wikibase.cloud/entity/Q397							1935-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q392	Gwenllian Elizabeth Fanny Morgan	K. D. Pringle	https://beyond-notability.wikibase.cloud/entity/Q393	Herbert M. Vaughan	https://beyond-notability.wikibase.cloud/entity/Q398							1935-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q392	Gwenllian Elizabeth Fanny Morgan	K. D. Pringle	https://beyond-notability.wikibase.cloud/entity/Q393	John Thomas Evans	https://beyond-notability.wikibase.cloud/entity/Q399							1935-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q392	Gwenllian Elizabeth Fanny Morgan	K. D. Pringle	https://beyond-notability.wikibase.cloud/entity/Q393	Arundell Esdaile	https://beyond-notability.wikibase.cloud/entity/Q400							1935-02-01T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	Robin George Collingwood	https://beyond-notability.wikibase.cloud/entity/Q135							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	Walter Leo Hildburgh	https://beyond-notability.wikibase.cloud/entity/Q174							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	Thomas Cann Hughes	https://beyond-notability.wikibase.cloud/entity/Q360							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	John Holland Walker	https://beyond-notability.wikibase.cloud/entity/Q362							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	Francis Weston	https://beyond-notability.wikibase.cloud/entity/Q365							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	William Evelyn St Lawrence Finney	https://beyond-notability.wikibase.cloud/entity/Q367							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	Robert Henry Teasdel	https://beyond-notability.wikibase.cloud/entity/Q368							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	Gilbert Machell Bland	https://beyond-notability.wikibase.cloud/entity/Q369							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	Rose Graham	https://beyond-notability.wikibase.cloud/entity/Q57							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q357	Annie Geddes Gilchrist	John Alexander Fuller Maitland	https://beyond-notability.wikibase.cloud/entity/Q358	John William Robinson Parker	https://beyond-notability.wikibase.cloud/entity/Q1634							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Margerie Venables Taylor	https://beyond-notability.wikibase.cloud/entity/Q133							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Robin George Collingwood	https://beyond-notability.wikibase.cloud/entity/Q135							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Claude Jenkins	https://beyond-notability.wikibase.cloud/entity/Q143							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Charles Johnson	https://beyond-notability.wikibase.cloud/entity/Q157							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Frederic George Kenyon	https://beyond-notability.wikibase.cloud/entity/Q159							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Alfred Edward Stamp	https://beyond-notability.wikibase.cloud/entity/Q341							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Herbert Henry Edmund Craster	https://beyond-notability.wikibase.cloud/entity/Q375							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Charles Wilmer Foster	https://beyond-notability.wikibase.cloud/entity/Q379							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Max Teichman-Derville	https://beyond-notability.wikibase.cloud/entity/Q380							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	John Linton Myres	https://beyond-notability.wikibase.cloud/entity/Q45							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q374	Maude Violet Clarke	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180	Rose Graham	https://beyond-notability.wikibase.cloud/entity/Q57							1935-02-07T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	William Henry Quarrell	https://beyond-notability.wikibase.cloud/entity/Q141							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	Charles Johnson	https://beyond-notability.wikibase.cloud/entity/Q157							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	Alfred Edward Stamp	https://beyond-notability.wikibase.cloud/entity/Q341							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	Hilary Jenkinson	https://beyond-notability.wikibase.cloud/entity/Q46							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	Rose Graham	https://beyond-notability.wikibase.cloud/entity/Q57							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	Lawrence Edward Tanner	https://beyond-notability.wikibase.cloud/entity/Q1712							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	Alfred Trego Butler	https://beyond-notability.wikibase.cloud/entity/Q1854							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	Herbert Dunelm	https://beyond-notability.wikibase.cloud/entity/Q1867							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q883	Gladys Scott-Thomson	Charles Harding Firth	https://beyond-notability.wikibase.cloud/entity/Q160	William George Constable	https://beyond-notability.wikibase.cloud/entity/Q1868							1935-03-14T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q881	Mildred Berkeley	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869	Gordon McNeil Rushforth	https://beyond-notability.wikibase.cloud/entity/Q277							1935-10-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q881	Mildred Berkeley	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869	signatory indecipherable	https://beyond-notability.wikibase.cloud/entity/Q47							1935-10-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q881	Mildred Berkeley	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869							1935-10-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q881	Mildred Berkeley	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869	Ettwell Augustine Bracher Barnard	https://beyond-notability.wikibase.cloud/entity/Q1861							1935-10-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q881	Mildred Berkeley	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869	William Henry Knowles	https://beyond-notability.wikibase.cloud/entity/Q2165							1935-10-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q881	Mildred Berkeley	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869	Rowland A. Wilson	https://beyond-notability.wikibase.cloud/entity/Q2166							1935-10-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q881	Mildred Berkeley	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869	Charles William Dyson Perrins	https://beyond-notability.wikibase.cloud/entity/Q2167							1935-10-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q881	Mildred Berkeley	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869	James Frederick Parker	https://beyond-notability.wikibase.cloud/entity/Q2168							1935-10-17T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q880	Emma Louisa Radford	Margerie Venables Taylor	https://beyond-notability.wikibase.cloud/entity/Q133	Alexander Hamilton Thompson	https://beyond-notability.wikibase.cloud/entity/Q180							1935-11-21T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q880	Emma Louisa Radford	Margerie Venables Taylor	https://beyond-notability.wikibase.cloud/entity/Q133	Courtenay Arthur Ralegh Radford	https://beyond-notability.wikibase.cloud/entity/Q261							1935-11-21T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q880	Emma Louisa Radford	Margerie Venables Taylor	https://beyond-notability.wikibase.cloud/entity/Q133	Gordon McNeil Rushforth	https://beyond-notability.wikibase.cloud/entity/Q277							1935-11-21T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q880	Emma Louisa Radford	Margerie Venables Taylor	https://beyond-notability.wikibase.cloud/entity/Q133	Rose Graham	https://beyond-notability.wikibase.cloud/entity/Q57							1935-11-21T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q880	Emma Louisa Radford	Margerie Venables Taylor	https://beyond-notability.wikibase.cloud/entity/Q133	Reverend John Frederick Chanter	https://beyond-notability.wikibase.cloud/entity/Q2192							1935-11-21T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q880	Emma Louisa Radford	Margerie Venables Taylor	https://beyond-notability.wikibase.cloud/entity/Q133	Bernard Rackham	https://beyond-notability.wikibase.cloud/entity/Q2193							1935-11-21T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Cyril Fox	https://beyond-notability.wikibase.cloud/entity/Q149							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Frederic George Kenyon	https://beyond-notability.wikibase.cloud/entity/Q159							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Louis Colville Gray Clarke	https://beyond-notability.wikibase.cloud/entity/Q179							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Ellis Hovell Minns	https://beyond-notability.wikibase.cloud/entity/Q242							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Courtenay Arthur Ralegh Radford	https://beyond-notability.wikibase.cloud/entity/Q261							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	José Maria de Navarro	https://beyond-notability.wikibase.cloud/entity/Q262							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Ethelbert Horne	https://beyond-notability.wikibase.cloud/entity/Q299							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Robert Holland Martin	https://beyond-notability.wikibase.cloud/entity/Q869							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Charles William Phillips	https://beyond-notability.wikibase.cloud/entity/Q1636							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	John Grahame Douglas Clark	https://beyond-notability.wikibase.cloud/entity/Q1672							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q807	Elsie Margaret Clifford	Miles Crawford Burkitt	https://beyond-notability.wikibase.cloud/entity/Q244	Reginald Allender Smith	https://beyond-notability.wikibase.cloud/entity/Q1773							1936-05-15T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q709	Kathleen Mary Kenyon	Tessa Verney Wheeler	https://beyond-notability.wikibase.cloud/entity/Q145	Margerie Venables Taylor	https://beyond-notability.wikibase.cloud/entity/Q133							1936-10-22T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q709	Kathleen Mary Kenyon	Tessa Verney Wheeler	https://beyond-notability.wikibase.cloud/entity/Q145	Robin George Collingwood	https://beyond-notability.wikibase.cloud/entity/Q135							1936-10-22T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q709	Kathleen Mary Kenyon	Tessa Verney Wheeler	https://beyond-notability.wikibase.cloud/entity/Q145	Alfred William Clapham	https://beyond-notability.wikibase.cloud/entity/Q137							1936-10-22T00:00:00Z
https://beyond-notability.wikibase.cloud/entity/Q709	Kathleen Mary Kenyon	Tessa Verney Wheeler	https://beyond-notability.wikibase.cloud/entity/Q145	Charles Reed Peers	https://beyond-notability.wikibase.cloud/entity/Q55							1936-10-22T00:00:00Z
